"codename","rowid","cid","fid","filename","index1","index2","CodingLength","nome_consel","entidade_sigla","categoria1","categoria2"
"marcelo_bastos_francoso_icmbio",581,21,4,"meeting_01",662,676,14,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",1071,21,31,"meeting_12",10310,10346,36,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",602,21,27,"meeting_02",2612,2628,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",618,21,27,"meeting_02",3943,3959,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",850,21,1,"meeting_08",16968,16984,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",778,21,1,"meeting_08",6098,6114,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",592,21,27,"meeting_02",1068,1084,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",650,21,27,"meeting_02",7751,7769,18,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",1360,21,33,"meeting_10",16060,16067,7,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",779,21,1,"meeting_08",6357,6364,7,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",44,21,4,"meeting_01",2321,2339,18,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",30,21,4,"meeting_01",370,387,17,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",637,21,27,"meeting_02",6049,6066,17,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",58,21,4,"meeting_01",3534,3550,16,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"marcelo_bastos_francoso_icmbio",1098,21,31,"meeting_12",15671,15678,7,"marcelo_bastos_francoso","icmbio","gestao_publica","poder_publico"
"mauro_maida_ufpe",2312,26,50,"meeting_28",22401,22546,145,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",800,26,1,"meeting_08",7676,7757,81,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",2035,26,48,"meeting_26",10380,10795,415,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",807,26,13,"meeting_06",205,1069,864,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",817,26,18,"meeting_19",34619,34757,138,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1005,26,16,"meeting_11",4677,4695,18,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",805,26,4,"meeting_01",1065,1382,317,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",2256,26,50,"meeting_28",5524,5622,98,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",804,26,1,"meeting_08",12563,12673,110,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1214,26,32,"meeting_04",2420,2425,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1628,26,20,"meeting_21",9946,9957,11,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",806,26,4,"meeting_01",3247,3528,281,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",818,26,18,"meeting_19",34758,34991,233,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",2360,26,52,"meeting_29",3407,3552,145,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1231,26,32,"meeting_04",5895,5900,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",810,26,13,"meeting_06",15607,15911,304,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1791,26,22,"meeting_23",6930,6948,18,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1718,26,21,"meeting_22",8252,8257,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1728,26,21,"meeting_22",10327,10332,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1655,26,20,"meeting_21",17682,17694,12,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",826,26,1,"meeting_08",10959,11374,415,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",816,26,18,"meeting_19",34442,34618,176,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1745,26,21,"meeting_22",15599,15604,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",801,26,1,"meeting_08",7981,8724,743,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",2276,26,50,"meeting_28",10533,10629,96,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",802,26,1,"meeting_08",8905,9141,236,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",808,26,13,"meeting_06",10761,11142,381,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1228,26,32,"meeting_04",5203,5214,11,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",815,26,18,"meeting_19",20062,20313,251,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",2358,26,52,"meeting_29",3218,3303,85,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1681,26,20,"meeting_21",23864,23869,5,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",809,26,13,"meeting_06",12700,12935,235,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"mauro_maida_ufpe",1636,26,20,"meeting_21",12305,12316,11,"mauro_maida","ufpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",181,32,12,"meeting_05",4151,4171,20,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",691,32,24,"meeting_03",5402,5437,35,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",1217,32,32,"meeting_04",2377,2383,6,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",1219,32,32,"meeting_04",2586,2599,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",1257,32,32,"meeting_04",10575,10589,14,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",160,32,24,"meeting_03",4580,4593,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",605,32,27,"meeting_02",3317,3337,20,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",649,32,27,"meeting_02",7205,7226,21,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",69,32,4,"meeting_01",4877,4891,14,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",620,32,27,"meeting_02",4195,4217,22,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",659,32,24,"meeting_03",843,865,22,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",89,32,13,"meeting_06",4993,5006,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",599,32,27,"meeting_02",2037,2058,21,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",126,32,13,"meeting_06",15333,15346,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",1263,32,32,"meeting_04",11929,11935,6,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",50,32,4,"meeting_01",2591,2604,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"monica_dorigo_correa_ufal",62,32,4,"meeting_01",4013,4026,13,"monica_dorigo_correa","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"pedro_normande_ima",2092,180,48,"meeting_26",22428,22563,135,"pedro_normande","ima","gestao_publica","poder_publico"
"pedro_normande_ima",2079,180,48,"meeting_26",19888,20181,293,"pedro_normande","ima","gestao_publica","poder_publico"
"rafael_lustosa_siqueira_yande",2106,182,48,"meeting_26",24493,24710,217,"rafael_lustosa_siqueira","yande","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"rafael_lustosa_siqueira_yande",2392,182,52,"meeting_29",12696,12812,116,"rafael_lustosa_siqueira","yande","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"rosangela_paula_teixeira_lessa_ufrpe",1776,140,21,"meeting_22",27551,27560,9,"rosangela_paula_teixeira_lessa","ufrpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"rosangela_paula_teixeira_lessa_ufrpe",1554,140,19,"meeting_20",15667,15695,28,"rosangela_paula_teixeira_lessa","ufrpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"rosangela_paula_teixeira_lessa_ufrpe",1756,140,21,"meeting_22",19046,19055,9,"rosangela_paula_teixeira_lessa","ufrpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"rosangela_paula_teixeira_lessa_ufrpe",1572,140,19,"meeting_20",20306,20321,15,"rosangela_paula_teixeira_lessa","ufrpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"rosangela_paula_teixeira_lessa_ufrpe",1734,140,21,"meeting_22",12266,12275,9,"rosangela_paula_teixeira_lessa","ufrpe","instituicao_de_ensino_e_pesquisa","poder_publico"
"teofilo_carlos_de_albuquerque_filho_abevila",1730,115,21,"meeting_22",10904,10911,7,"teofilo_carlos_de_albuquerque_filho","abevila","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"teofilo_carlos_de_albuquerque_filho_abevila",2037,115,48,"meeting_26",11366,11450,84,"teofilo_carlos_de_albuquerque_filho","abevila","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"teofilo_carlos_de_albuquerque_filho_abevila",2178,115,49,"meeting_27",11041,11160,119,"teofilo_carlos_de_albuquerque_filho","abevila","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"teofilo_carlos_de_albuquerque_filho_abevila",1029,115,16,"meeting_11",10082,10128,46,"teofilo_carlos_de_albuquerque_filho","abevila","organizacoes_de_educacao_e_cultura_e_associacoes_comunitarias","sociedade_civil"
"vandick_da_silva_batista_ufal",339,80,3,"meeting_18",7509,7516,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1750,80,21,"meeting_22",17417,17424,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1505,80,19,"meeting_20",7149,7178,29,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1202,80,17,"meeting_14",10470,10494,24,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1952,80,47,"meeting_25",13693,13870,177,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1535,80,19,"meeting_20",11550,11557,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1206,80,17,"meeting_14",11620,11638,18,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1765,80,21,"meeting_22",21474,21481,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1760,80,21,"meeting_22",19611,19618,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1743,80,21,"meeting_22",15049,15056,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1703,80,21,"meeting_22",3056,3063,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1919,80,47,"meeting_25",6250,6319,69,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1523,80,19,"meeting_20",9699,9706,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1566,80,19,"meeting_20",19284,19299,15,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1729,80,21,"meeting_22",10602,10609,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",350,80,3,"meeting_18",10633,10641,8,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1787,80,22,"meeting_23",2306,2329,23,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1556,80,19,"meeting_20",16431,16446,15,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1793,80,22,"meeting_23",11844,11851,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1489,80,19,"meeting_20",2828,2845,17,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
"vandick_da_silva_batista_ufal",1588,80,19,"meeting_20",25398,25405,7,"vandick_da_silva_batista","ufal","instituicao_de_ensino_e_pesquisa","poder_publico"
